alerts_15m,error_rate,p95_latency_ms,cpu_pct,mem_pct,disk_pct,user_reports_30m,vip_involved,after_hours,change_window,clinical_system,integration_related,vendor_dependency,affected_services,est_users_impacted,needs_escalation
3,0.1001,109.0,74.5,,57.9,1,0,1,0,1,0,0,2,11.0,0
3,0.2372,201.0,75.8,33.9,56.3,0,0,0,0,0,0,0,2,42.0,1
1,0.4373,,67.5,43.7,49.9,1,0,0,1,1,0,0,0,54.0,1
4,0.2804,208.0,39.6,,64.5,4,0,0,0,0,0,0,1,33.0,1
2,0.204,424.0,37.3,64.8,65.8,0,0,1,0,0,0,0,1,41.0,0
1,0.1328,224.0,48.2,,,1,0,1,0,1,0,1,1,7.0,0
3,0.6356,349.0,28.7,57.5,59.7,0,0,1,0,0,0,0,2,14.0,1
2,0.1292,189.0,34.7,72.0,96.5,1,0,0,0,0,0,0,2,93.0,1
4,0.1722,304.0,63.6,44.9,95.9,0,0,1,0,0,0,0,0,20.0,0
1,0.2933,794.0,63.7,51.0,45.1,1,0,0,1,0,0,0,1,164.0,1
1,0.0772,228.0,23.1,35.4,47.4,1,0,0,0,0,1,0,0,9.0,0
3,0.4873,355.0,64.2,49.2,45.0,1,0,0,0,0,0,0,4,139.0,1
3,0.3407,121.0,60.2,,78.9,1,0,1,0,0,0,0,2,19.0,0
3,0.3964,663.0,,66.7,55.6,0,0,1,0,1,0,0,1,67.0,1
2,0.3094,216.0,62.2,51.0,65.8,1,0,0,0,0,0,0,1,22.0,0
4,0.2349,522.0,71.1,45.8,94.0,1,0,0,0,1,0,0,0,33.0,1
4,0.143,274.0,60.6,54.4,61.8,0,0,0,0,0,1,1,1,45.0,1
3,0.2238,402.0,69.6,57.0,73.3,0,0,0,1,1,0,0,1,21.0,1
5,0.1594,432.0,28.8,48.7,70.3,1,0,1,0,1,0,0,0,57.0,0
5,0.3561,233.0,49.8,63.0,52.6,0,0,0,0,1,1,1,0,24.0,0
3,0.3767,524.0,51.3,40.7,78.9,1,0,0,0,0,1,1,1,32.0,0
4,0.5782,193.0,47.6,40.6,48.4,2,0,0,0,0,0,0,2,4.0,1
1,0.263,423.0,60.0,60.6,83.4,1,0,1,0,1,1,0,2,29.0,1
2,0.3785,227.0,63.4,37.5,,2,0,1,1,0,0,0,1,76.0,1
0,,328.0,,65.9,54.4,2,0,0,0,0,0,0,0,,0
3,0.1858,223.0,48.8,54.8,44.6,0,0,0,0,0,0,0,0,50.0,0
3,0.3136,295.0,38.8,,47.2,2,0,1,0,1,1,0,1,35.0,1
0,0.1632,150.0,,56.6,55.2,0,0,0,0,0,0,0,0,94.0,1
1,0.2486,316.0,58.3,29.7,23.1,0,0,0,0,0,0,0,1,35.0,0
1,0.1196,283.0,33.7,65.4,58.3,0,0,0,0,1,0,0,1,20.0,0
3,0.1488,213.0,48.5,51.3,53.9,0,0,1,0,0,0,0,3,70.0,1
2,0.3229,273.0,20.6,82.8,74.6,1,0,1,1,0,0,0,1,58.0,1
2,0.3707,,52.6,71.1,68.8,0,0,0,0,0,0,0,1,46.0,1
5,0.1585,213.0,48.4,39.1,50.7,1,0,0,0,0,0,0,2,23.0,0
5,0.3941,278.0,41.7,,54.7,0,0,0,0,0,0,0,1,35.0,0
4,0.1915,169.0,,43.7,58.2,1,0,0,0,0,0,0,1,84.0,0
1,0.2163,1002.0,31.2,44.7,85.8,1,0,0,0,0,0,1,1,41.0,0
1,0.4673,494.0,64.7,82.4,48.8,0,0,0,0,1,0,1,5,,1
3,0.3769,334.0,91.4,54.8,50.5,1,0,0,0,1,1,0,4,29.0,1
1,0.3321,526.0,71.4,69.0,43.9,1,0,0,0,1,0,1,1,20.0,1
2,0.6504,95.0,51.4,50.7,38.3,1,0,0,0,0,0,0,1,15.0,0
2,0.1546,69.0,31.6,52.3,66.9,2,0,0,0,0,0,0,1,5.0,0
3,,231.0,27.5,54.5,65.2,0,0,1,0,1,1,0,1,153.0,1
0,0.1357,127.0,44.6,71.6,82.5,1,0,0,1,0,0,0,1,14.0,1
1,0.1864,242.0,39.6,59.7,78.7,0,1,1,1,0,1,0,1,15.0,0
3,0.0662,322.0,29.0,39.1,100.0,1,0,1,0,0,0,0,4,8.0,1
1,0.1913,458.0,,79.3,60.8,0,0,1,0,0,0,1,0,49.0,0
1,0.1589,148.0,,50.6,57.8,1,0,0,0,0,0,1,0,23.0,0
3,0.372,358.0,60.7,48.2,41.2,0,0,0,1,0,1,1,1,21.0,1
1,0.2602,278.0,29.7,12.6,73.1,2,0,0,0,0,1,0,3,28.0,0
3,0.1737,,39.7,64.5,,0,0,0,0,0,1,1,2,50.0,0
3,0.3344,216.0,49.1,56.5,72.4,0,0,0,0,0,0,0,1,19.0,1
2,0.3388,602.0,48.5,56.5,43.8,1,0,0,0,0,1,0,3,7.0,0
1,0.1405,261.0,85.1,49.0,67.6,3,0,0,0,1,0,0,0,,0
5,0.2078,793.0,56.2,46.4,65.3,0,0,1,0,1,0,0,0,10.0,1
2,0.0669,182.0,13.0,49.5,64.2,0,0,0,0,1,0,0,1,42.0,0
1,0.1177,415.0,59.5,61.9,51.1,0,0,1,0,0,0,0,2,66.0,0
2,0.1513,272.0,61.8,,81.0,0,0,1,1,0,0,1,1,89.0,0
1,0.2233,230.0,49.7,51.5,94.8,1,0,0,0,0,0,0,1,7.0,0
2,0.1353,399.0,,69.2,44.2,0,0,0,0,0,0,0,2,51.0,0
0,0.1522,,83.6,53.8,73.5,2,0,0,0,0,0,0,0,15.0,1
4,0.1308,68.0,32.7,,16.0,2,0,1,0,1,0,0,2,395.0,1
3,0.2656,53.0,63.9,58.0,72.7,1,0,1,0,0,0,0,3,106.0,1
